From: horizons@ssd.jpl.nasa.gov (Horizons Ephemeris System)
Subject: [Horizons] SMALL BODY #C(500@10)_T(289P/Blanpain) (1/1)
Date: March 5, 2021 at 3:22:06 PM PST

Automated mail xmit by MAIL_REQUEST, PID= 24865 Fri Mar  5 15:22:06 2021
++++++++++++++++++++++++++++++++ (part 1 of 1)  +++++++++++++++++++++++++++++++
*******************************************************************************
JPL/HORIZONS                    289P/Blanpain              2021-Mar-05 15:22:06
Rec #:90001202 (+COV) Soln.date: 2020-Mar-20_11:59:28    # obs: 301 (2013-2020)

IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):

 EPOCH=  2458679.5 ! 2019-Jul-15.0000000 (TDB)    RMSW= n.a.
  EC= .6851211084947294   QR= .9589096682577553   TP= 2458838.493166626
  OM= 68.92462865910687   W= 9.847265516657052    IN= 5.897394919082268
  A= 3.045328518763871    MA= 330.5129511889054   ADIST= 5.131747369269986
  PER= 5.3144636232372    N= .185461103           ANGMOM= .021866831
  DAN= .96469             DDN= 4.97235            L= 78.72078980000001
  B= 1.0068582            MOID= .0157254          TP= 2019-Dec-20.9931666260

Comet physical (GM= km^3/s^2; RAD= km):
  GM= n.a.                RAD= n.a.
  M1=  22.      M2=  n.a.     k1=  4.5    k2= n.a.     PHCOF= n.a.

COMET comments 
1: soln ref.= JPL#K192/7, data arc: 2013-07-04 to 2020-03-15
2: k1=4.5; radar( 0 delay, 7 Dop.);
*******************************************************************************


*******************************************************************************
Ephemeris / MAIL_REQUEST Fri Mar  5 15:22:06 2021 Pasadena, USA  / Horizons
*******************************************************************************
Target body name: 289P/Blanpain                   {source: JPL#K192/7}
Center body name: Sun (10)                        {source: DE431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1990-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Dec-31 00:00:00.0000 TDB
Step-size       : 20160 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-N16}
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
 EPOCH=  2458679.5 ! 2019-Jul-15.0000000 (TDB)    RMSW= n.a.                  
  EC= .6851211084947294   QR= .9589096682577553   TP= 2458838.493166626       
  OM= 68.92462865910687   W= 9.847265516657052    IN= 5.897394919082268       
 Equivalent ICRF heliocentric equatorial cartesian coordinates (au, au/d):
  X= 1.806457266246343E+00  Y=-9.923836828350668E-01  Z=-6.676379654077969E-01
 VX=-1.691548184328044E-03 VY= 1.179852737585390E-02 VZ= 5.825041808322046E-03
Comet physical (GM= km^3/s^2; RAD= km):                                        
  GM= n.a.                RAD= n.a.                                           
  M1=  22.      M2=  n.a.     k1=  4.5    k2= n.a.     PHCOF= n.a.            
*******************************************************************************
           JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2450566.500000000, A.D. 1997-Apr-28 00:00:00.0000,  1.287198804588107E+00, -3.774844202553342E+00, -2.633525873192069E-01,  3.765752537407330E-03,  6.134957062812064E-03, -1.463205433177629E-04,  2.308451203623315E-02,  3.996959356977669E+00, -4.571650450081337E-03,
2450580.500000000, A.D. 1997-May-12 00:00:00.0000,  1.339324006585703E+00, -3.687225953857584E+00, -2.652783234862663E-01,  3.679404551774213E-03,  6.382999547190112E-03, -1.286200823191622E-04,  2.270873042128316E-02,  3.931894787291419E+00, -4.723810689939443E-03,
2450594.500000000, A.D. 1997-May-26 00:00:00.0000,  1.390184069417282E+00, -3.596089475838510E+00, -2.669491456791440E-01,  3.584897154067936E-03,  6.637630022344198E-03, -1.098898660598452E-04,  2.232051644310157E-02,  3.864677620640163E+00, -4.879193402111032E-03,
2450608.500000000, A.D. 1997-Jun-09 00:00:00.0000,  1.439659440382555E+00, -3.501339580941714E+00, -2.683500081582805E-01,  3.481453326570192E-03,  6.899275453998696E-03, -9.003822158999189E-05,  2.191960239540595E-02,  3.795261505117963E+00, -5.037976249008091E-03,
2450622.500000000, A.D. 1997-Jun-23 00:00:00.0000,  1.487618954110314E+00, -3.402874910531439E+00, -2.694645044677970E-01,  3.368189758405072E-03,  7.168390560663168E-03, -6.896229046779619E-05,  2.150570607500212E-02,  3.723597578756422E+00, -5.200339231922754E-03,
2450636.500000000, A.D. 1997-Jul-07 00:00:00.0000,  1.533918271846483E+00, -3.300587481206868E+00, -2.702746983995634E-01,  3.244102546489701E-03,  7.445470772451579E-03, -4.654558694820152E-05,  2.107853049476456E-02,  3.649634419828783E+00, -5.366471570565042E-03,
2450650.500000000, A.D. 1997-Jul-21 00:00:00.0000,  1.578397889804087E+00, -3.194362079014523E+00, -2.707609017251520E-01,  3.108023712234550E-03,  7.731048081487581E-03, -2.265423695172407E-05,  2.063776274604588E-02,  3.573317849882236E+00, -5.536572928354778E-03,
2450664.500000000, A.D. 1997-Aug-04 00:00:00.0000,  1.620880742208596E+00, -3.084075897325700E+00, -2.709014328005634E-01,  2.958610788714127E-03,  8.025677550538162E-03,  2.863030777907173E-06,  2.018307425737283E-02,  3.494590978529735E+00, -5.710831157053384E-03,
2450678.500000000, A.D. 1997-Aug-18 00:00:00.0000,  1.661169578183148E+00, -2.969598114042791E+00, -2.706723468318655E-01,  2.794315137115899E-03,  8.329949592238694E-03,  3.017902068138213E-05,  1.971412151998371E-02,  3.413394329072917E+00, -5.889427938834963E-03,
2450692.500000000, A.D. 1997-Sep-01 00:00:00.0000,  1.699043758273173E+00, -2.850789406559349E+00, -2.700471039452164E-01,  2.613336330296599E-03,  8.644487251956944E-03,  5.949236679932225E-05,  1.923054676026624E-02,  3.329665954931100E+00, -6.072532775900229E-03,
2450706.500000000, A.D. 1997-Sep-15 00:00:00.0000,  1.734255384394993E+00, -2.727501541655328E+00, -2.689961765026380E-01,  2.413571959114446E-03,  8.969938909869513E-03,  9.103203669162433E-05,  1.873197940611263E-02,  3.243341693532806E+00, -6.260289919437108E-03,
2450720.500000000, A.D. 1997-Sep-29 00:00:00.0000,  1.766524693277766E+00, -2.599577056762903E+00, -2.674865877838237E-01,  2.192560751455571E-03,  9.306976110839056E-03,  1.250631128719115E-04,  1.821803876506440E-02,  3.154355630022147E+00, -6.452804930494329E-03,
2450734.500000000, A.D. 1997-Oct-13 00:00:00.0000,  1.795534394066788E+00, -2.466848927920855E+00, -2.654813399305402E-01,  1.947383222318509E-03,  9.656286781276243E-03,  1.618964639449260E-04,  1.768833720185670E-02,  3.062640647433580E+00, -6.650139528198094E-03,
2450748.500000000, A.D. 1997-Oct-27 00:00:00.0000,  1.820922534426624E+00, -2.329140671185399E+00, -2.629387231844161E-01,  1.674564180294322E-03,  1.001852918423812E-02,  2.018955825294166E-04,  1.714248554530429E-02,  2.968129362865187E+00, -6.852261413659935E-03,
2450762.500000000, A.D. 1997-Nov-10 00:00:00.0000,  1.842273953347377E+00, -2.186266932889951E+00, -2.598115069392834E-01,  1.369951717005580E-03,  1.039430604813991E-02,  2.454880387501051E-04,  1.658010232240790E-02,  2.870755726314635E+00, -7.059005985542928E-03,
2450776.500000000, A.D. 1997-Nov-24 00:00:00.0000,  1.859109632634985E+00, -2.038034626115594E+00, -2.560459402203198E-01,  1.028543202068402E-03,  1.078410663643795E-02,  2.931803859816767E-04,  1.600082654297470E-02,  2.770457234267590E+00, -7.270018667205444E-03,
2450790.500000000, A.D. 1997-Dec-08 00:00:00.0000,  1.870873326575567E+00, -1.884245145473179E+00, -2.515805272574174E-01,  6.442681679928614E-04,  1.118821015164508E-02,  3.455756795988544E-04,  1.540433656941319E-02,  2.667178196901416E+00, -7.484661755627766E-03,
2450804.500000000, A.D. 1997-Dec-22 00:00:00.0000,  1.876914771533882E+00, -1.724698267313401E+00, -2.463445321457703E-01,  2.097145695009757E-04,  1.160654019937911E-02,  4.033949522212475E-04,  1.479037829206236E-02,  2.560874616492196E+00, -7.701875527924839E-03,
2450818.500000000, A.D. 1998-Jan-05 00:00:00.0000,  1.876468448108928E+00, -1.559198500764898E+00, -2.402561326371950E-01, -2.842447586189230E-04,  1.203844995974348E-02,  4.675064273387024E-04,  1.415880635701177E-02,  2.451521325790501E+00, -7.919992590645200E-03,
2450832.500000000, A.D. 1998-Jan-19 00:00:00.0000,  1.868626276297292E+00, -1.387565531843311E+00, -2.332201341133868E-01, -8.489338321856118E-04,  1.248233983651170E-02,  5.389575536558089E-04,  1.350964466412882E-02,  2.339122462930097E+00, -8.136427499679773E-03,
2450846.500000000, A.D. 1998-Feb-02 00:00:00.0000,  1.852302922224125E+00, -1.209651264490599E+00, -2.251252108636594E-01, -1.498465072695421E-03,  1.293509121151519E-02,  6.190124073630858E-04,  1.284317850361344E-02,  2.223727424377850E+00, -8.347208281268175E-03,
2450860.500000000, A.D. 1998-Feb-16 00:00:00.0000,  1.826191525932052E+00, -1.025366901978689E+00, -2.158405717416794E-01, -2.250516366628769E-03,  1.339116111823507E-02,  7.091947564209883E-04,  1.216009280798642E-02,  2.105454802523480E+00, -8.546277168974022E-03,
2450874.500000000, A.D. 1998-Mar-02 00:00:00.0000,  1.788707376703877E+00, -8.347263561507549E-01, -2.052120454396084E-01, -3.127271583351480E-03,  1.384111265352539E-02,  8.113260907863183E-04,  1.146168187388590E-02,  1.984528697882973E+00, -8.724393446930307E-03,
2450888.500000000, A.D. 1998-Mar-16 00:00:00.0000,  1.737917582688659E+00, -6.379160761511805E-01, -1.930577651446813E-01, -4.156459495372110E-03,  1.426923745082757E-02,  9.275401229041500E-04,  1.075017094268841E-02,  1.861334399057077E+00, -8.867417286551525E-03,
2450902.500000000, A.D. 1998-Mar-30 00:00:00.0000,  1.671456735049548E+00, -4.354075661679009E-01, -1.791640420690897E-01, -5.372255035514673E-03,  1.464971993959559E-02,  1.060231224955910E-03,  1.002921231062405E-02,  1.736504281534971E+00, -8.953646842438483E-03,
2450916.500000000, A.D. 1998-Apr-13 00:00:00.0000,  1.586434414990327E+00, -2.281388187137288E-01, -1.632829587649411E-01, -6.815354287051318E-03,  1.494045004494693E-02,  1.211834880642201E-03,  9.304650055049419E-03,  1.611050215943882E+00, -8.949740397777770E-03,
2450930.500000000, A.D. 1998-Apr-27 00:00:00.0000,  1.479357156188799E+00, -1.780498237127719E-02, -1.451353796833827E-01, -8.530404614793798E-03,  1.507344475976169E-02,  1.384226252098142E-03,  8.585689997913596E-03,  1.486566140943649E+00, -8.804719394900615E-03,
2450944.500000000, A.D. 1998-May-11 00:00:00.0000,  1.346125834824746E+00,  1.926888779329867E-01, -1.244272495656861E-01, -1.055686977786391E-02,  1.494128746901343E-02,  1.577332649699655E-03,  7.886630279991182E-03,  1.365527702866615E+00, -8.442244243479217E-03,
2450958.500000000, A.D. 1998-May-25 00:00:00.0000,  1.182249836330475E+00,  3.985680636940936E-01, -1.008946293021489E-01, -1.290551678691814E-02,  1.438210364081832E-02,  1.786287608168230E-03,  7.229211711592887E-03,  1.251699206328067E+00, -7.753879435339993E-03,
2450972.500000000, A.D. 1998-Jun-08 00:00:00.0000,  9.835558931128613E-01,  5.923736853956880E-01, -7.440270862791684E-02, -1.550949643752663E-02,  1.317614873110420E-02,  1.996528127982261E-03,  6.645171297153795E-03,  1.150575743303099E+00, -6.603476548130678E-03,
2450986.500000000, A.D. 1998-Jun-22 00:00:00.0000,  7.477833984469603E-01,  7.633718665150822E-01, -4.512321725964001E-02, -1.814903054101969E-02,  1.108927909216970E-02,  2.178028810045377E-03,  6.177247534373202E-03,  1.069557255276905E+00, -4.866106698917301E-03,
2451000.500000000, A.D. 1998-Jul-06 00:00:00.0000,  4.771725373921180E-01,  8.981966341202254E-01, -1.376369039983080E-02, -2.040070306527476E-02,  8.011694658102864E-03,  2.285421842751006E-03,  5.874699465882822E-03,  1.017172681091837E+00, -2.526644646660469E-03,
2451014.500000000, A.D. 1998-Jul-20 00:00:00.0000,  1.808448581486778E-01,  9.840164738794542E-01,  1.831579649221442E-02, -2.174223446149979E-02,  4.158674660905566E-03,  2.275568569271993E-03,  5.779354173366217E-03,  1.000664155441832E+00,  2.017779077343098E-04,
2451028.500000000, A.D. 1998-Aug-03 00:00:00.0000, -1.258255628787024E-01,  1.013692586353754E+00,  4.935263760482045E-02, -2.186067167889827E-02,  1.049241242442051E-04,  2.138916272073662E-03,  5.906411171349851E-03,  1.022663392686400E+00,  2.896899709727917E-03,
2451042.500000000, A.D. 1998-Aug-17 00:00:00.0000, -4.260668065361473E-01,  9.890281747257833E-01,  7.777464782134452E-02, -2.087807975339400E-02, -3.515440999657140E-03,  1.910572034121669E-03,  6.235844419977154E-03,  1.079702991510656E+00,  5.156214887568614E-03,
2451056.500000000, A.D. 1998-Aug-31 00:00:00.0000, -7.072276450292958E-01,  9.189803954954967E-01,  1.026736762631748E-01, -1.921233742560458E-02, -6.350293961980068E-03,  1.644224697661949E-03,  6.723551236089750E-03,  1.164146809039194E+00,  6.803711550069985E-03,
2451070.500000000, A.D. 1998-Sep-14 00:00:00.0000, -9.628037313031517E-01,  8.150359655164956E-01,  1.238344288233876E-01, -1.728206671954408E-02, -8.372857160336757E-03,  1.381740812460707E-03,  7.320591068108482E-03,  1.267521051445968E+00,  7.878500854326058E-03,
2451084.500000000, A.D. 1998-Sep-28 00:00:00.0000, -1.191181032048647E+00,  6.876687991892181E-01,  1.414822307830630E-01, -1.535889207432755E-02, -9.725767152588114E-03,  1.144435602748564E-03,  7.985722649508989E-03,  1.382685014787595E+00,  8.511722821469517E-03,
2451098.500000000, A.D. 1998-Oct-12 00:00:00.0000, -1.393512998395061E+00,  5.450185947218820E-01,  1.560273634219868E-01, -1.357439145071701E-02, -1.058384795333581E-02,  9.387675922532509E-04,  8.688783687881315E-03,  1.504416260024142E+00,  8.836763320858910E-03,
2451112.500000000, A.D. 1998-Oct-26 00:00:00.0000, -1.572127654589742E+00,  3.929354095848722E-01,  1.679111016832407E-01, -1.197361105327327E-02, -1.109464608390364E-02,  7.637410041095620E-04,  9.409270796766364E-03,  1.629164735838569E+00,  8.957231906240525E-03,
2451126.500000000, A.D. 1998-Nov-09 00:00:00.0000, -1.729644078758372E+00,  2.354764153511158E-01,  1.775375876754902E-01, -1.055871157466120E-02, -1.136692955890114E-02,  6.155896938622574E-04,  1.013375115362442E-02,  1.754604621106459E+00,  8.945296991011082E-03,
2451140.500000000, A.D. 1998-Nov-23 00:00:00.0000, -1.868567046104132E+00,  7.541695014843476E-02,  1.852529292191872E-01, -9.314115357721607E-03, -1.147651086620950E-02,  4.900201274774952E-04,  1.085359458470765E-02,  1.879241647564331E+00,  8.848943539922483E-03,
2451154.500000000, A.D. 1998-Dec-07 00:00:00.0000, -1.991136101747369E+00, -8.535063031644226E-02,  1.913450427680831E-01, -8.218844392007251E-03, -1.147513516876318E-02,  3.830913352011708E-04,  1.156333288351297E-02,  2.002129024605817E+00,  8.699514475365643E-03,
2451168.500000000, A.D. 1998-Dec-21 00:00:00.0000, -2.099293375469133E+00, -2.455348068809687E-01,  1.960508307054780E-01, -7.251939104253897E-03, -1.139796012829252E-02,  2.914712677541283E-04,  1.225955761189887E-02,  2.122676599460918E+00,  8.517400553887765E-03,
2451182.500000000, A.D. 1999-Jan-04 00:00:00.0000, -2.194700981155442E+00, -4.042528910089017E-01,  1.995649050778110E-01, -6.394534383091287E-03, -1.126897795365050E-02,  2.124403727580367E-04,  1.294020180929194E-02,  2.240526489000394E+00,  8.315904112438426E-03,
2451196.500000000, A.D. 1999-Jan-18 00:00:00.0000, -2.278775165238001E+00, -5.609021956113371E-01,  2.020476268380745E-01, -5.630392979796331E-03, -1.110468880367182E-02,  1.438094439796075E-04,  1.360407469121833E-02,  2.355472515283928E+00,  8.103724521286774E-03,
2451210.500000000, A.D. 1999-Feb-01 00:00:00.0000, -2.352723026987603E+00, -7.150733344533601E-01,  2.036318623509668E-01, -4.945836247233344E-03, -1.091653506385715E-02,  8.382419015693379E-05,  1.425055921319899E-02,  2.467407840371850E+00,  7.886566182096710E-03,
2451224.500000000, A.D. 1999-Feb-15 00:00:00.0000, -2.417576405437499E+00, -8.664915245101515E-01,  2.044284396394748E-01, -4.329448622155173E-03, -1.071252131738331E-02,  3.107700470675072E-05,  1.487941467407585E-02,  2.576290788150565E+00,  7.668169633477536E-03,
2451238.500000000, A.D. 1999-Mar-01 00:00:00.0000, -2.474221116221365E+00, -1.014976514378749E+00,  2.045304674246711E-01, -3.771726214585578E-03, -1.049829277240467E-02, -1.556690201357038E-05,  1.549064665792615E-02,  2.682122325473073E+00,  7.450973117166151E-03,
2451252.500000000, A.D. 1999-Mar-15 00:00:00.0000, -2.523421325655692E+00, -1.160414875035167E+00,  2.040167295097414E-01, -3.264745248564396E-03, -1.027784466955386E-02, -5.702726719754720E-05,  1.608442006316630E-02,  2.784931003615110E+00,  7.236537306742712E-03,
2451266.500000000, A.D. 1999-Mar-29 00:00:00.0000, -2.565839783432621E+00, -1.302740518102248E+00,  2.029543788536079E-01, -2.801899251227550E-03, -1.005401721763099E-02, -9.405293599707736E-05,  1.666100115337760E-02,  2.884762924686659E+00,  7.025850040717669E-03,
2451280.500000000, A.D. 1999-Apr-12 00:00:00.0000, -2.602054466560114E+00, -1.441921168921684E+00,  2.014010514576224E-01, -2.377645383199302E-03, -9.828844399316201E-03, -1.272598979191061E-04,  1.722071928163178E-02,  2.981675114404343E+00,  6.819505994862195E-03,
2451294.500000000, A.D. 1999-Apr-26 00:00:00.0000, -2.632572028221087E+00, -1.577948705064571E+00,  1.994065308346939E-01, -1.987309722310414E-03, -9.603774238326777E-03, -1.571577914392759E-04,  1.776394019073994E-02,  3.075730899172841E+00,  6.617828895549962E-03,
2451308.500000000, A.D. 1999-May-10 00:00:00.0000, -2.657838863415160E+00, -1.710832163284240E+00,  1.970140850673465E-01, -1.626934609115301E-03, -9.379833188893346E-03, -1.841708927036635E-04,  1.829104801319472E-02,  3.166996789471493E+00,  6.420962012283248E-03,
2451322.500000000, A.D. 1999-May-24 00:00:00.0000, -2.678250215319521E+00, -1.840592714874769E+00,  1.942615389964779E-01, -1.293150516770263E-03, -9.157745027487636E-03, -2.086550903604481E-04,  1.880243326550684E-02,  3.255540401138098E+00,  6.228927696978631E-03,
2451336.500000000, A.D. 1999-Jun-07 00:00:00.0000, -2.694157611148814E+00, -1.967260022412766E+00,  1.911821332616143E-01, -9.830661413636295E-04, -8.938007339711212E-03, -2.309110637649596E-04,  1.929848450797214E-02,  3.341429011302354E+00,  6.041658676097564E-03,
2451350.500000000, A.D. 1999-Jun-21 00:00:00.0000, -2.705875053063331E+00, -2.090869416028597E+00,  1.878052393785248E-01, -6.942040437318005E-04, -8.720944156216437E-03, -2.511922718943684E-04,  1.977958242326868E-02,  3.424728533126717E+00,  5.859036533830938E-03,
2451364.500000000, A.D. 1999-Jul-05 00:00:00.0000, -2.713684346009895E+00, -2.211459961316493E+00,  1.841569489091199E-01, -4.244271886371960E-04, -8.506771313988516E-03, -2.697154785609878E-04,  2.024609715794599E-02,  3.505503055499540E+00,  5.680918054810778E-03,
2451378.500000000, A.D. 1999-Jul-19 00:00:00.0000, -2.717839357210880E+00, -2.329073104252910E+00,  1.802605358147199E-01, -1.718745565758197E-04, -8.295615850367692E-03, -2.866671503283366E-04,  2.069838616952507E-02,  3.583814470271995E+00,  5.507134530614771E-03,
2451392.500000000, A.D. 1999-Aug-02 00:00:00.0000, -2.718569604503315E+00, -2.443751572657380E+00,  1.761368492042204E-01,  6.507760758482725E-05, -8.087537577181985E-03, -3.022080028598268E-04,  2.113679269499532E-02,  3.659722207086532E+00,  5.337504760333392E-03,
2451406.500000000, A.D. 1999-Aug-16 00:00:00.0000, -2.716083321808524E+00, -2.555538580431587E+00,  1.718046424752862E-01,  2.878519467560641E-04, -7.882549165587293E-03, -3.164774172367646E-04,  2.156164511780189E-02,  3.733283123774136E+00,  5.171843576662295E-03,
2451420.500000000, A.D. 1999-Aug-30 00:00:00.0000, -2.710570017967964E+00, -2.664477270807695E+00,  1.672808428098418E-01,  4.977070289785072E-04, -7.680627807706674E-03, -3.295974139593889E-04,  2.197325671343926E-02,  3.804551462305227E+00,  5.009960654847536E-03,
2451434.500000000, A.D. 1999-Sep-13 00:00:00.0000, -2.702202614608897E+00, -2.770610177188404E+00,  1.625807850213903E-01,  6.957524430259314E-04, -7.481710563165850E-03, -3.416733972857286E-04,  2.237192500698298E-02,  3.873578737549721E+00,  4.851660725801168E-03,
2451448.500000000, A.D. 1999-Sep-27 00:00:00.0000, -2.691139505593933E+00, -2.873978843951861E+00,  1.577184281820541E-01,  8.829611377591419E-04, -7.285723659746130E-03, -3.527975023773554E-04,  2.275793244417978E-02,  3.940413853472684E+00,  4.696765893615519E-03,
2451462.500000000, A.D. 1999-Oct-11 00:00:00.0000, -2.677526195637198E+00, -2.974623722919641E+00,  1.527065131925764E-01,  1.060203924940660E-03, -7.092582761804541E-03, -3.630516612947823E-04,  2.313154728098054E-02,  4.005103257152198E+00,  4.545101495816903E-03,
2451476.500000000, A.D. 1999-Oct-25 00:00:00.0000, -2.661496663523301E+00, -3.072583993118088E+00,  1.475567027745992E-01,  1.228257964075834E-03, -6.902191331652890E-03, -3.725081630417025E-04,  2.349302379070891E-02,  4.067690974649484E+00,  4.396497217930210E-03,
2451490.500000000, A.D. 1999-Nov-08 00:00:00.0000, -2.643174605069246E+00, -3.167897431671853E+00,  1.422797072704445E-01,  1.387816983235192E-03, -6.714446673454362E-03, -3.812310216647575E-04,  2.384260278540906E-02,  4.128218701277471E+00,  4.250790860902665E-03,
2451504.500000000, A.D. 1999-Nov-22 00:00:00.0000, -2.622674506473422E+00, -3.260600368508078E+00,  1.368853888496891E-01,  1.539506206359017E-03, -6.529244729818094E-03, -3.892776830522061E-04,  2.418051230690561E-02,  4.186725921254119E+00,  4.107827450042894E-03,
2451518.500000000, A.D. 1999-Dec-06 00:00:00.0000, -2.600102504052469E+00, -3.350727601555890E+00,  1.313828500884275E-01,  1.683891110520384E-03, -6.346468213532817E-03, -3.966988063875806E-04,  2.450696773942792E-02,  4.243249927202704E+00,  3.967448910970468E-03,
2451532.500000000, A.D. 1999-Dec-20 00:00:00.0000, -2.575557328863576E+00, -3.438312255884598E+00,  1.257805356491418E-01,  1.821466225875376E-03, -6.166001388259928E-03, -4.035383923571829E-04,  2.482217227055061E-02,  4.297825899961200E+00,  3.829515332560972E-03,
2451546.500000000, A.D. 2000-Jan-03 00:00:00.0000, -2.549131122674841E+00, -3.523385924888905E+00,  1.200862998025552E-01,  1.952681444301224E-03, -5.987738355726461E-03, -4.098368283319024E-04,  2.512631837404077E-02,  4.350487165329305E+00,  3.693898086168133E-03,
2451560.500000000, A.D. 2000-Jan-17 00:00:00.0000, -2.520910012878865E+00, -3.605978720856773E+00,  1.143074598039805E-01,  2.077945838123843E-03, -5.811573491232223E-03, -4.156304228975097E-04,  2.541958827908443E-02,  4.401265275312499E+00,  3.560473008653410E-03,
2451574.500000000, A.D. 2000-Jan-31 00:00:00.0000, -2.490974676536440E+00, -3.686119293414702E+00,  1.084508512625756E-01,  2.197629685583724E-03, -5.637404011035462E-03, -4.209517843045126E-04,  2.570215446551954E-02,  4.450190093868969E+00,  3.429123451677533E-03,
2451588.500000000, A.D. 2000-Feb-14 00:00:00.0000, -2.459400842395936E+00, -3.763834893839545E+00,  1.025228741806542E-01,  2.312071498442728E-03, -5.465133323599485E-03, -4.258307406191121E-04,  2.597418032778194E-02,  4.497289911868285E+00,  3.299740913142899E-03,
2451602.500000000, A.D. 2000-Feb-28 00:00:00.0000, -2.426259649934093E+00, -3.839151424233263E+00,  9.652952697145618E-02,  2.421588165070343E-03, -5.294661620325961E-03, -4.302945192093079E-04,  2.623582045555740E-02,  4.542591495684807E+00,  3.172213467605556E-03,
2451616.500000000, A.D. 2000-Mar-13 00:00:00.0000, -2.391618060049289E+00, -3.912093327020257E+00,  9.047645794177103E-02,  2.526457353071136E-03, -5.125885157334229E-03, -4.343661005273629E-04,  2.648722043210595E-02,  4.586120052278618E+00,  3.046435771423560E-03,
2451630.500000000, A.D. 2000-Mar-27 00:00:00.0000, -2.355539343870394E+00, -3.982683702682703E+00,  8.436900487151749E-02,  2.626933138620767E-03, -4.958714507896707E-03, -4.380671764962013E-04,  2.672851803826792E-02,  4.627899437662706E+00,  2.922316698005173E-03,
2451644.500000000, A.D. 2000-Apr-10 00:00:00.0000, -2.318083321623742E+00, -4.050944414801484E+00,  7.821221220939659E-02,  2.723253384363617E-03, -4.793061370715860E-03, -4.414177857279335E-04,  2.695984371570109E-02,  4.667952237109993E+00,  2.799765724512734E-03,
2451658.500000000, A.D. 2000-Apr-24 00:00:00.0000, -2.279306619091999E+00, -4.116896094723569E+00,  7.201085756778872E-02,  2.815636597242712E-03, -4.628838423039973E-03, -4.444360507163007E-04,  2.718132069126371E-02,  4.706299786689583E+00,  2.678695375159719E-03,
2451672.500000000, A.D. 2000-May-08 00:00:00.0000, -2.239262929343489E+00, -4.180558174476246E+00,  6.576947586783770E-02,  2.904284055451838E-03, -4.465962230657220E-03, -4.471386478727461E-04,  2.739306532030234E-02,  4.742962232705219E+00,  2.559023373708371E-03,
2451686.500000000, A.D. 2000-May-22 00:00:00.0000, -2.198003194686419E+00, -4.241948938240608E+00,  5.949237414685715E-02,  2.989388819440599E-03, -4.304349555418677E-03, -4.495413667127880E-04,  2.759518735891484E-02,  4.777958578836149E+00,  2.440665898529408E-03,
2451700.500000000, A.D. 2000-Jun-05 00:00:00.0000, -2.155575773131945E+00, -4.301085413902909E+00,  5.318365757787612E-02,  3.071122065818536E-03, -4.143906112130140E-03, -4.516569641123621E-04,  2.778778943863332E-02,  4.811306595181303E+00,  2.323534537568461E-03,
2451714.500000000, A.D. 2000-Jun-19 00:00:00.0000, -2.112026811163666E+00, -4.357983384671095E+00,  4.684726431156901E-02,  3.149633474986152E-03, -3.984550176105111E-03, -4.534971440537335E-04,  2.797096771047958E-02,  4.843022929774024E+00,  2.207556762129938E-03,
2451728.500000000, A.D. 2000-Jul-03 00:00:00.0000, -2.067400402380022E+00, -4.412657527479030E+00,  4.048697019413052E-02,  3.225065913940897E-03, -3.826203244388952E-03, -4.550731425742740E-04,  2.814481258092338E-02,  4.873123236009317E+00,  2.092661513609840E-03,
2451742.500000000, A.D. 2000-Jul-17 00:00:00.0000, -2.021738721353322E+00, -4.465121418375491E+00,  3.410640218150085E-02,  3.297550272539361E-03, -3.668787032332794E-03, -4.563949937352310E-04,  2.830940874815666E-02,  4.901622178924512E+00,  1.978779298090164E-03,
2451756.500000000, A.D. 2000-Jul-31 00:00:00.0000, -1.975082196113965E+00, -4.515387557522436E+00,  2.770905398326065E-02,  3.367205546530290E-03, -3.512226768054722E-03, -4.574717812534253E-04,  2.846483546331740E-02,  4.928533480428782E+00,  1.865845336812190E-03,
2451770.500000000, A.D. 2000-Aug-14 00:00:00.0000, -1.927469635264603E+00, -4.563467437773376E+00,  2.129829436107998E-02,  3.434146114999103E-03, -3.356452238922327E-03, -4.583123645063364E-04,  2.861116693297425E-02,  4.953869988991198E+00,  1.753797916921426E-03,
2451784.500000000, A.D. 2000-Aug-28 00:00:00.0000, -1.878938272726863E+00, -4.609371507909521E+00,  1.487737681629502E-02,  3.498478125867070E-03, -3.201382963531293E-03, -4.589238153666486E-04,  2.874847200904992E-02,  4.977643625952629E+00,  1.642566644558200E-03,
